SOL·LICITUD,NOM,TRAMITAT,POTÈNCIA (MW),SUPERFÍCIE (Ha),MUNICIPI,CODI  MUNICIPI,COMARCA,CODI COMARCA,VEGUERIA,SUPERFÍCIE AL MUNICIPI (Ha),SOL·LICITANT,ESTAT,TIPUS DE SÒL,TRÀMIT AMBIENTAL,ESTAT AMBIENTAL,DATA PONÈNCIA,SENTIT ACORD
FUE-2020-01816613,PSFV Calella Solar,Catalunya,47.16,116,Cervià de les Garrigues,250735,Garrigues,18,Lleida,116,"Calella Solar, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01830680,PSFV Can Xacó,Catalunya,2,2.9,Tordera,082845,Maresme,21,Barcelona,2.9,FOTOVOLTAICA CISTUS S.L,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01833058,PSFV Calders I,Catalunya,10.17,18.73,Sant Fruitós de Bages,082135,Bages,07,Catalunya Central,18.73,"ENERGIAS RENOVABLES DE GLADIATEUR 22, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01833078,PSFV La Montsona 2,Catalunya,41.25,55,Almatret,250208,Segrià,33,Lleida,55,"Energias Renovables de Perseo, S.L",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2020-01833324,PSFV Lo Tossal,Catalunya,25,28.48,Isona i Conca Dellà,251155,Pallars Jussà,25,Alt Pirineu i Aran,28.48,"Energies Renovables Terra Ferma, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,05/07/2023,DIA Favorable
FUE-2020-01833326,PSFV Pont de Fusta,Catalunya,32,30.42,Isona i Conca Dellà,251155,Pallars Jussà,25,Alt Pirineu i Aran,30.42,"Energies Renovables Terra Ferma, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,05/07/2023,DIA Favorable
FUE-2020-01833389,PSFV Mont-Roig,Catalunya,4.75,7.2,Ossó de Sió,251575,Urgell,38,Lleida,7.2,"ESCALA SOLAR, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2020-01836751,PSFV Castelldans Solar 1,Catalunya,7.5,12.9,Castelldans,250674,Garrigues,18,Lleida,12.9,"ASE ILTRIDA BETA WATT 10, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,03/08/2023,No cal AIA ordinària
FUE-2020-01846426,PSFV Cervera 2,Catalunya,4.2,8.2,Cervera,250729,Segarra,32,Lleida,8.2,"PARSOSY BANNAS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/12/2022,No cal AIA ordinària
FUE-2021-01877957,PSFV Canet,Catalunya,0.7,1.1,Lleida,251207,Segrià,33,Lleida,1.1,"VF renovables 6, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-01878053,PSFV Les Clotes,Catalunya,25,48.7,Vila-rodona,431704,Alt Camp,01,Camp de Tarragona,48.7,"Energias Renovables de Gladiateur 26, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/02/2024,No cal AIA ordinària
FUE-2021-01936531,PSFV Helmi Solar,Catalunya,0.83,1.83,Lleida,251207,Segrià,33,Lleida,1.83,Vinci Solar SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2021-02029065,PSFV Torregassa,Catalunya,25,58.99,Olius,251517,Solsonès,35,Catalunya Central,58.99,"ENERGIA INAGOTABLE DE APUS, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/06/2023,No cal AIA ordinària
FUE-2021-02060640,PSFV Corbera,Catalunya,29.597,44.74,Gandesa,430640,Terra Alta,37,Terres de l'Ebre,44.74,"ENERGIA INAGOTABLE DE HIROKO, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060663,PSFV Els Arcs,Catalunya,21.625,35.18,"Pobla de Massaluca, la",431107,Terra Alta,37,Terres de l'Ebre,23.33,"ENERGIA INAGOTABLE DEL PROYECTO ELS ARCS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060663,PSFV Els Arcs,Catalunya,0,0,Batea,430228,Terra Alta,37,Terres de l'Ebre,11.85,"ENERGIA INAGOTABLE DEL PROYECTO ELS ARCS, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060691,PSFV Gandesa,Catalunya,24.556,34.8,Gandesa,430640,Terra Alta,37,Terres de l'Ebre,32.9,"ENERGIA INAGOTABLE DEL PROYECTO GANDESA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02060691,PSFV Gandesa,Catalunya,0,0,Batea,430228,Terra Alta,37,Terres de l'Ebre,1.9,"ENERGIA INAGOTABLE DEL PROYECTO GANDESA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2023,DIA Favorable
FUE-2021-02082325,PSFV Els Vilars,Catalunya,38.42,80.4,Ciutadilla,250740,Urgell,38,Lleida,80.4,"ENERGIA INAGOTABLE DE PATALENA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02082327,PSFV Sant Roc,Catalunya,43.22,98.99,Nalec,251459,Urgell,38,Lleida,61.99,"ENERGIA INAGOTABLE DE NOX, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02082327,PSFV Sant Roc,Catalunya,0,0,Ciutadilla,250740,Urgell,38,Lleida,37,"ENERGIA INAGOTABLE DE NOX, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/04/2024,No cal AIA ordinària
FUE-2021-02146455,PSFV Cap Blanc,Catalunya,24.56,39.58,Verdú,252424,Urgell,38,Lleida,39.58,Energía Inagotable de Paventia SL,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/11/2024,No cal AIA ordinària
FUE-2021-02146462,PSFV Guimerà,Catalunya,36,66.2,Guimerà,251095,Urgell,38,Lleida,66.2,"Energia Inagotable de Orbona, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2021-02146464,PSFV Les Roques,Catalunya,19.644,24.4,Verdú,252424,Urgell,38,Lleida,21.4,"Energia Inagotable de Ofiotauro, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2021-02146464,PSFV Les Roques,Catalunya,0,0,Guimerà,251095,Urgell,38,Lleida,3,"Energia Inagotable de Ofiotauro, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2021-02202117,PSFV Els Clotets,Catalunya,25,53.46,Cervera,250729,Segarra,32,Lleida,53.46,"Energia Inagotable de Chara, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/07/2024,Cal AIA ordinària
FUE-2021-02202121,PSFV El Terròs,Catalunya,25,51.9,Cervera,250729,Segarra,32,Lleida,37.8,"Energia Inagotable del Proyecto El Terròs, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/07/2024,Cal AIA ordinària
FUE-2021-02202121,PSFV El Terròs,Catalunya,0,0,Sant Ramon,251945,Segarra,32,Lleida,8.4,"Energia Inagotable del Proyecto El Terròs, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/07/2024,Cal AIA ordinària
FUE-2021-02202121,PSFV El Terròs,Catalunya,0,0,"Oluges, les",251522,Segarra,32,Lleida,5.7,"Energia Inagotable del Proyecto El Terròs, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,04/07/2024,Cal AIA ordinària
FUE-2021-02207736,PSFV El Castellar,Catalunya,25,45.55,Artesa de Segre,250349,Noguera,23,Lleida,45.55,Energia Inagotable de Antlia SL,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,07/03/2024,No cal AIA ordinària
FUE-2021-02207760,PSFV Gualter,Catalunya,25,48.71,Artesa de Segre,250349,Noguera,23,Lleida,48.71,Energia Inagotable de Anser S.L,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/02/2024,No cal AIA ordinària
FUE-2021-02220241,PSFV Bcnonwovens,Catalunya,9,13.95,Sant Quintí de Mediona,082362,Alt Penedès,03,Penedès,13.95,"BC NONWOVENS, S.L",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/08/2024,No cal AIA ordinària
FUE-2021-02362150,PSFV Baix Camp Solar Energy,Catalunya,4.965,10.19,Riudoms,431299,Baix Camp,08,Camp de Tarragona,10.19,"PARQUE SOLAR ENERGY NODE 05, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,11/01/2024,No cal AIA ordinària
FUE-2022-02381389,PSFV Itsbluetime One,Catalunya,0.45,1,Maldà,251305,Urgell,38,Lleida,1,"ITSBLUETIME ONE, S.L",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02423710,PSFV Puigdorca,Catalunya,0.7,0.7,Balsareny,080180,Bages,07,Catalunya Central,0.7,"Agro-Puigdorca, S.L.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02439751,PSFV Avinyó,Catalunya,21.285,25.2,Avinyó,080121,Bages,07,Catalunya Central,25.2,"BLUE VIKING JULIA, S.L",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,06/06/2024,No cal AIA ordinària
FUE-2022-02464210,PSFV El Pujolar,Catalunya,0.7,0.6,Vic,082981,Osona,24,Catalunya Central,0.6,Vilatama S.L.,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02493453,PSFV Coll Monner,Catalunya,2.59,3.6,Sant Llorenç Savall,082233,Vallès Occidental,40,Barcelona,3.6,"HIDRODELTA, S.A.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2022-02493484,PSFV Can Sallent,Catalunya,2.96,5.2,Sant Llorenç Savall,082233,Vallès Occidental,40,Barcelona,5.2,"HIDRODELTA, S.A.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2022-02495281,PSFV Castellet,Catalunya,1.2,1.3,Sentmenat,082671,Vallès Occidental,40,Barcelona,1.3,"HIDRODELTA, S.A.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2022-02498032,PSFV Traxpo,Catalunya,2.5,3.6,Vallmoll,431606,Alt Camp,01,Camp de Tarragona,3.6,"TRAXPO, SLU",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02535543,PSFV Atlas Green Energy,Catalunya,4.5,6.7,Lleida,251207,Segrià,33,Lleida,6.7,"Atlas Green Energy, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02575488,PSFV Els Quingles,Catalunya,22,29.52,Calders,080348,Moianès,42,Catalunya Central,29.52,"VLT Investment SP MX 1, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,26/06/2024,No cal AIA ordinària
FUE-2022-02595185,PSFV Flix-Ascó I,Catalunya,16.06,30.46,Flix,430607,Ribera d'Ebre,30,Terres de l'Ebre,30.46,"SANMAD SONNE 3 PINSAPO, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2024,DIA Favorable
FUE-2022-02595207,PSFV Flix-Ascó II,Catalunya,16.06,31.6,Flix,430607,Ribera d'Ebre,30,Terres de l'Ebre,31.6,"SANMAD SONNE 3 ALCORNOQUE, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2024,DIA Favorable
FUE-2022-02595215,PSFV Flix-Ascó III,Catalunya,16.06,34.8,Flix,430607,Ribera d'Ebre,30,Terres de l'Ebre,34.8,"SANMAD SONNE 3 SABINA, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2024,DIA Favorable
FUE-2022-02595223,PSFV Flix-Ascó IV,Catalunya,16.06,25.7,Flix,430607,Ribera d'Ebre,30,Terres de l'Ebre,25.7,"SANMAD SONNE 3 ROBLE, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,19/07/2024,DIA Favorable
FUE-2022-02618893,PSFV Mas d'en Pou,Catalunya,2.4,9.31,Vinyols i els Arcs,431785,Baix Camp,08,Camp de Tarragona,9.31,ESTABANELL GENERACIÓ SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02702708,PSFV Fortune Pig,Catalunya,4.81,7.3,Torregrossa,252304,Pla d'Urgell,27,Lleida,7.3,"FORTUNE PIG, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02707329,PSFV Parsosy Alyce FV1,Catalunya,4.5,6.9,Valls,431613,Alt Camp,01,Camp de Tarragona,6.9,PARSOSY ALYCE SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2022-02708251,PSFV Parsosy Alyce FV2,Catalunya,4.95,6.9,Valls,431613,Alt Camp,01,Camp de Tarragona,6.9,PARSOSY ALYCE SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2022-02709553,PSFV Parsosy Las Piedras FV3,Catalunya,4.95,6.9,Valls,431613,Alt Camp,01,Camp de Tarragona,6.9,PARSOSY LAS PIEDRAS SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2022-02709774,PSFV Parsosy Las Piedras FV4,Catalunya,4.95,6.9,Valls,431613,Alt Camp,01,Camp de Tarragona,6.9,PARSOSY LAS PIEDRAS SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2022-02729365,PSFV Vilalba dels Arcs,Catalunya,2.5,5.35,Vilalba dels Arcs,431750,Terra Alta,37,Terres de l'Ebre,5.35,"Hidrodelta, S.A.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02759563,PSFV Cercs-Fígols,Catalunya,20,30.22,Cercs,082687,Berguedà,14,Catalunya Central,15.72,"BLUE VIKING SOFIA, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/02/2024,No cal AIA ordinària
FUE-2022-02759563,PSFV Cercs-Fígols,Catalunya,0,0,Fígols,080804,Berguedà,14,Catalunya Central,14.5,"BLUE VIKING SOFIA, S.L.",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,01/02/2024,No cal AIA ordinària
FUE-2022-02768181,PSFV Bonastre 1 MW,Catalunya,1,2.08,Bonastre,430304,Baix Penedès,12,Penedès,2.08,"DESPRO FV A EBRO, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02771382,PSFV Alier,Catalunya,10.4,14.1,Benavent de Segrià,250539,Segrià,33,Lleida,10.2,"ALIER, SA",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02771382,PSFV Alier,Catalunya,0,0,Torrefarrera,252287,Segrià,33,Lleida,3.9,"ALIER, SA",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02779916,PSFV La Femosa,Catalunya,0.875,1.52,Artesa de Lleida,250334,Segrià,33,Lleida,1.52,"UNIVERGY ES SPC 25, S.L.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02812483,PSFV Le Porc Gourmet,Catalunya,4.625,7.46,Santa Eugènia de Berga,082460,Osona,24,Catalunya Central,7.46,"Le Porc Gourmet, SA",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02869685,PSFV Magadins Nou,Catalunya,0.875,1.88,Moià,081385,Moianès,42,Catalunya Central,1.88,"UNIVERGY RENOVABLES EINAR, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02871677,PSFV Montblanc,Catalunya,9.9,22.4,Montblanc,430862,Conca de Barberà,16,Camp de Tarragona,22.4,"Energies Renovables Terra Ferma, SL",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,02/05/2024,No cal AIA ordinària
FUE-2022-02885017,PSFV Las Lomas,Catalunya,4.95,8.34,"Albiol, l'",430038,Baix Camp,08,Camp de Tarragona,8.34,PARSOSY LAS LOMAS SL,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2022-02890642,PSFV General d'Olis i Derivats,Catalunya,1.5,2.41,"Borges Blanques, les",250582,Garrigues,18,Lleida,2.41,General d'Olis i Derivats SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02896534,PSFV Maials Solar,Catalunya,2.5,5.73,Maials,251333,Segrià,33,Lleida,5.73,"Derea, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02930881,PSFV PIS 3R,Catalunya,0.3,0.5,Saldes,081901,Berguedà,14,Catalunya Central,0.5,Ajuntament de Saldes,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02930908,PSFV PIS 2N BIS,Catalunya,0.75,1.07,Saldes,081901,Berguedà,14,Catalunya Central,1.07,Ajuntament de Saldes,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2022-02940294,PSFV Aleixar,Catalunya,2.085,3.91,"Aleixar, l'",430075,Baix Camp,08,Camp de Tarragona,3.91,"BLUE VIKING LINEA, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02944944,PSFV Càrniques de Juià,Catalunya,4,5.8,Juià,170871,Gironès,20,Girona,5.8,"Càrniques de Juià, SA",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2022-02970338,PSFV Pla del Corb,Catalunya,25,48.8,Castelló de Farfanya,250693,Noguera,23,Lleida,48.8,ENERGIA INAGOTABLE DEL PROYECTO PLA DEL CORB S.L.,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03027159,PSFV Els Carpis,Catalunya,4.576,5.41,"Pla de Santa Maria, el",431080,Alt Camp,01,Camp de Tarragona,5.41,"ESTABANELL GENERACIÓ, SLU",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03033465,PSFV Riba-roja,Catalunya,4.95,8.3,Riba-roja d'Ebre,431251,Ribera d'Ebre,30,Terres de l'Ebre,8.3,BLUE VIKING SAMARA SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03036215,PSFV Hibridació Torrefarrera,Catalunya,0.7,1.15,Torrefarrera,252287,Segrià,33,Lleida,1.15,"Salto de Torrefarrera, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03050659,PSFV Ca n'Esteper,Catalunya,2,4.1,Rubí,081846,Vallès Occidental,40,Barcelona,4.1,"SOLAR RENOVABLES DEL VALLES, S.L.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03064482,PSFV Can Mitjans,Catalunya,1.3,2.3,Viladecavalls,083008,Vallès Occidental,40,Barcelona,2.3,"SOLAR RENOVABLES DEL VALLES, S.L.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03078076,PSFV Cabanyelles,Catalunya,4,6.8,Gallifa,080879,Vallès Occidental,40,Barcelona,6.8,"HIDRODELTA, SA",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03081382,PSFV Castellet,Catalunya,2,2.99,"Arboç, l'",430167,Baix Penedès,12,Penedès,2.99,"EWD ENERGY FV II, S.L.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03099820,PSFV Tarrés,Catalunya,2,2.7,Tarrés,252189,Garrigues,18,Lleida,2.7,"Tomàs Cusiné, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03129178,PSFV Mas de Piquer,Catalunya,4.95,9.3,Riba-roja d'Ebre,431251,Ribera d'Ebre,30,Terres de l'Ebre,9.3,BLUE VIKING SAMARA SL,En tramitació,Sòl no urbanitzable,Supòsit d'AIA,En redacció DIA/IIA,,
FUE-2023-03150022,PSFV Les Quadres,Catalunya,0.92,2.12,Montferri,430897,Alt Camp,01,Camp de Tarragona,2.12,LES QUADRES PLANTA FOTOVOLTAICA S.L,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03150032,PSFV Mas Roig 2,Catalunya,4.95,9.4,Castelldans,250674,Garrigues,18,Lleida,9,"Agroalimentària El Pla, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03150032,PSFV Mas Roig 2,Catalunya,0,0,"Borges Blanques, les",250582,Garrigues,18,Lleida,0.4,"Agroalimentària El Pla, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03163023,PSFV Corbera d'Ebre,Catalunya,2.25,4.47,Corbera d'Ebre,430483,Terra Alta,37,Terres de l'Ebre,4.47,"KM0 FLIX 1, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03170377,PSFV Eguzki - Dolmen de Sant Amanç,Catalunya,4.95,11.77,Calders,080348,Moianès,42,Catalunya Central,11.77,"Eguzki Dolmen, SLU",En tramitació,Sòl no urbanitzable,Supòsit d'AIA,DIA/IIA Finalitzats,03/10/2024,No cal AIA ordinària
FUE-2023-03172669,PSFV Ametlla FV2,Catalunya,2.25,4,"Ametlla de Mar, l'",430136,Baix Ebre,09,Terres de l'Ebre,4,CLERE IBERICA 1 SL,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03175438,PSFV Alcover,Catalunya,2,2.66,Alcover,430056,Alt Camp,01,Camp de Tarragona,2.66,"Energía, Innovación y Desarrollo Fotovoltaico, SA",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03177797,PSFV Camila,Catalunya,4.794,8.1,Nalec,251459,Urgell,38,Lleida,8.1,"ENERGIA INAGOTABLE DE CAMILA, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03181867,PSFV Pals,Catalunya,3.408,4.87,Pals,171241,Baix Empordà,10,Girona,4.87,"ESTABANELL GENERACIÓ, SLU",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03183381,PSFV La Pedrera,Catalunya,4.4,7.1,Sallent,081918,Bages,07,Catalunya Central,7.1,"GESTIÓ SOLAR SOSTENIBLE, S.L.U.",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informació Pública (DOGC),,
FUE-2023-03186750,PSFV Els Palous,Catalunya,2.2,3.03,Bellvei,430249,Baix Penedès,12,Penedès,3.03,Les Quadres Planta Fotovoltaica S.L,En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
FUE-2023-03193386,PSFV Albió-1,Catalunya,1,1.8,Llorac,430733,Conca de Barberà,16,Camp de Tarragona,1.8,"Attika Dynamics, SL",En tramitació,Sòl no urbanitzable,No supòsit d'AIA,Informat,,
